Count,Filename_0_1,Filename_0_0,Time_0_1,Time_0_0,Dev1/ai0,Dev1/ai1,Dev1/ai2,Dev1/ai3,Dev1/ai4,Dev1/ai5,Dev1/ai6,Dev1/ai7,force,PIP,Dev1/ai2_scaled,Dev1/ai3_scaled,Dev1/ai4_scaled,Dev1/ai5_scaled,Dev1/ai6_scaled,Dev1/ai7_scaled
2159,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002159_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002159_0.tif,10691.483752,10691.484122,0.001186,-0.000176,0.000857,0.001843,-0.019520,-0.000458,-0.002101,-0.003087,0.001186,-0.000176,0.000857,0.001843,-0.019520,-0.000458,-0.002101,-0.003087
2160,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002160_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002160_0.tif,10693.483839,10693.484113,0.001843,0.002619,0.003486,0.003486,-0.015247,0.003486,0.003815,0.002172,0.001843,0.002619,0.003486,0.003486,-0.015247,0.003486,0.003815,0.002172
2161,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002161_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002161_0.tif,10695.483707,10695.484158,0.001514,0.001961,0.002500,0.003158,-0.016890,0.003158,0.001843,0.000857,0.001514,0.001961,0.002500,0.003158,-0.016890,0.003158,0.001843,0.000857
2162,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002162_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002162_0.tif,10697.483708,10697.484057,0.001843,0.001303,0.001514,0.002500,-0.017548,0.001514,0.001186,0.000528,0.001843,0.001303,0.001514,0.002500,-0.017548,0.001514,0.001186,0.000528
2163,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002163_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002163_0.tif,10699.483732,10699.484060,0.001514,0.002125,0.003815,0.004472,-0.014919,0.004472,0.003486,0.003486,0.001514,0.002125,0.003815,0.004472,-0.014919,0.004472,0.003486,0.003486
2164,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002164_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002164_0.tif,10701.483727,10701.484046,0.002172,0.000810,0.002172,0.004143,-0.013604,0.007430,0.007759,0.007430,0.002172,0.000810,0.002172,0.004143,-0.013604,0.007430,0.007759,0.007430
2165,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002165_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002165_0.tif,10703.483842,10703.484048,0.001843,0.002783,0.004143,0.006444,-0.011303,0.009731,0.008416,0.008745,0.001843,0.002783,0.004143,0.006444,-0.011303,0.009731,0.008416,0.008745
2166,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002166_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002166_0.tif,10705.483832,10705.484016,0.001514,0.002125,0.002829,0.001843,-0.015905,0.005129,0.005129,0.005787,0.001514,0.002125,0.002829,0.001843,-0.015905,0.005129,0.005129,0.005787
2167,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002167_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002167_0.tif,10707.483884,10707.484124,0.001186,0.002454,0.003815,0.005129,-0.011961,0.009073,0.009402,0.009073,0.001186,0.002454,0.003815,0.005129,-0.011961,0.009073,0.009402,0.009073
2168,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002168_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002168_0.tif,10709.483798,10709.484128,0.001186,-0.000176,0.001843,0.004472,-0.012618,0.008745,0.009402,0.009402,0.001186,-0.000176,0.001843,0.004472,-0.012618,0.008745,0.009402,0.009402
2169,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002169_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002169_0.tif,10711.483844,10711.484099,0.001514,0.001632,0.003815,0.005129,-0.013275,0.007430,0.006773,0.006773,0.001514,0.001632,0.003815,0.005129,-0.013275,0.007430,0.006773,0.006773
2170,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002170_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002170_0.tif,10713.483993,10713.484157,0.001514,0.001796,0.004143,0.006115,-0.012947,0.008416,0.008416,0.008087,0.001514,0.001796,0.004143,0.006115,-0.012947,0.008416,0.008416,0.008087
2171,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002171_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002171_0.tif,10715.483735,10715.484167,0.001514,0.001139,0.004801,0.007430,-0.010975,0.010059,0.009073,0.007759,0.001514,0.001139,0.004801,0.007430,-0.010975,0.010059,0.009073,0.007759
2172,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002172_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002172_0.tif,10717.483852,10717.484157,0.001514,0.003276,0.003815,0.005129,-0.014590,0.005458,0.005129,0.004143,0.001514,0.003276,0.003815,0.005129,-0.014590,0.005458,0.005129,0.004143
2173,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002173_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002173_0.tif,10719.483833,10719.484190,0.001843,0.000481,0.001843,0.002829,-0.018534,0.004472,0.005787,0.006115,0.001843,0.000481,0.001843,0.002829,-0.018534,0.004472,0.005787,0.006115
2174,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002174_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002174_0.tif,10721.483887,10721.484153,0.001186,0.001303,0.002500,0.004143,-0.015905,0.006444,0.007430,0.006115,0.001186,0.001303,0.002500,0.004143,-0.015905,0.006444,0.007430,0.006115
2175,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002175_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002175_0.tif,10723.483802,10723.484092,0.001186,-0.000341,-0.000129,0.001843,-0.019191,0.001843,0.002829,0.001514,0.001186,-0.000341,-0.000129,0.001843,-0.019191,0.001843,0.002829,0.001514
2176,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002176_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002176_0.tif,10725.483771,10725.484059,0.001514,-0.000012,-0.000458,0.001843,-0.020506,0.001843,0.002172,0.002172,0.001514,-0.000012,-0.000458,0.001843,-0.020506,0.001843,0.002172,0.002172
2177,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002177_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002177_0.tif,10727.483838,10727.484120,0.001514,-0.000012,0.001514,0.003486,-0.017876,0.003158,0.003158,0.001843,0.001514,-0.000012,0.001514,0.003486,-0.017876,0.003158,0.003158,0.001843
2178,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002178_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002178_0.tif,10729.483789,10729.484105,0.001514,0.002454,0.004143,0.005787,-0.016562,0.003815,0.002500,-0.000129,0.001514,0.002454,0.004143,0.005787,-0.016562,0.003815,0.002500,-0.000129
2179,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002179_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002179_0.tif,10731.483762,10731.484108,0.001514,-0.004287,-0.001772,0.000200,-0.021163,0.000528,0.001843,0.000857,0.001514,-0.004287,-0.001772,0.000200,-0.021163,0.000528,0.001843,0.000857
2180,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002180_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002180_0.tif,10733.483898,10733.484078,0.001514,0.000974,0.000857,0.002500,-0.019520,0.002500,0.001514,-0.000129,0.001514,0.000974,0.000857,0.002500,-0.019520,0.002500,0.001514,-0.000129
2181,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002181_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002181_0.tif,10735.483895,10735.484134,0.002172,-0.001492,-0.000458,0.000200,-0.023464,-0.003087,-0.001772,-0.003416,0.002172,-0.001492,-0.000458,0.000200,-0.023464,-0.003087,-0.001772,-0.003416
2182,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002182_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002182_0.tif,10737.483734,10737.484083,0.001186,0.000481,-0.000458,0.000528,-0.023135,-0.002430,-0.001772,-0.003744,0.001186,0.000481,-0.000458,0.000528,-0.023135,-0.002430,-0.001772,-0.003744
2183,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002183_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002183_0.tif,10739.483791,10739.484022,0.001186,-0.000012,-0.000786,0.000528,-0.021492,0.000200,0.001843,0.001186,0.001186,-0.000012,-0.000786,0.000528,-0.021492,0.000200,0.001843,0.001186
2184,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002184_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002184_0.tif,10741.483767,10741.484044,0.001186,0.000152,-0.000458,-0.000129,-0.024450,-0.004730,-0.003744,-0.005716,0.001186,0.000152,-0.000458,-0.000129,-0.024450,-0.004730,-0.003744,-0.005716
2185,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002185_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002185_0.tif,10743.483712,10743.484127,0.001514,0.000810,0.000528,0.001186,-0.022478,-0.002430,-0.002430,-0.003744,0.001514,0.000810,0.000528,0.001186,-0.022478,-0.002430,-0.002430,-0.003744
2186,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002186_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002186_0.tif,10745.483742,10745.484120,0.001843,-0.000176,0.000200,0.001514,-0.020506,0.000528,0.000857,-0.000458,0.001843,-0.000176,0.000200,0.001514,-0.020506,0.000528,0.000857,-0.000458
2187,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002187_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002187_0.tif,10747.483723,10747.484055,0.001186,-0.000505,-0.001772,-0.001444,-0.024778,-0.004073,-0.003416,-0.004730,0.001186,-0.000505,-0.001772,-0.001444,-0.024778,-0.004073,-0.003416,-0.004730
2188,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002188_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002188_0.tif,10749.483843,10749.484078,0.001186,-0.000012,0.000200,0.001843,-0.022478,-0.002430,-0.002758,-0.006374,0.001186,-0.000012,0.000200,0.001843,-0.022478,-0.002430,-0.002758,-0.006374
2189,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002189_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002189_0.tif,10751.483768,10751.484034,0.001186,0.001303,0.000528,0.001186,-0.022478,-0.001772,-0.001115,-0.003087,0.001186,0.001303,0.000528,0.001186,-0.022478,-0.001772,-0.001115,-0.003087
2190,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002190_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002190_0.tif,10753.483824,10753.484022,0.001843,0.000152,0.001186,0.002829,-0.021820,-0.002101,-0.003416,-0.006374,0.001843,0.000152,0.001186,0.002829,-0.021820,-0.002101,-0.003416,-0.006374
2191,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002191_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002191_0.tif,10755.483721,10755.484092,0.001514,-0.001327,-0.000786,0.000857,-0.020506,0.001843,0.003486,0.002500,0.001514,-0.001327,-0.000786,0.000857,-0.020506,0.001843,0.003486,0.002500
2192,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002192_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002192_0.tif,10757.483735,10757.484130,0.001514,0.000152,0.000528,0.002829,-0.020506,0.001186,0.000857,-0.001115,0.001514,0.000152,0.000528,0.002829,-0.020506,0.001186,0.000857,-0.001115
2193,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002193_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002193_0.tif,10759.483752,10759.484083,0.001843,-0.000670,0.000200,0.001514,-0.022149,-0.000786,-0.001115,-0.002758,0.001843,-0.000670,0.000200,0.001514,-0.022149,-0.000786,-0.001115,-0.002758
2194,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002194_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002194_0.tif,10761.483829,10761.484035,0.001514,-0.000834,-0.000786,0.001186,-0.021820,0.000528,0.000857,-0.001115,0.001514,-0.000834,-0.000786,0.001186,-0.021820,0.000528,0.000857,-0.001115
2195,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002195_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002195_0.tif,10763.483734,10763.484062,0.001514,0.000317,0.001843,0.002829,-0.019848,0.000528,0.000528,-0.000458,0.001514,0.000317,0.001843,0.002829,-0.019848,0.000528,0.000528,-0.000458
2196,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002196_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002196_0.tif,10765.483924,10765.484167,0.001514,0.000646,0.001843,0.003815,-0.018205,0.002829,0.002500,0.000528,0.001514,0.000646,0.001843,0.003815,-0.018205,0.002829,0.002500,0.000528
2197,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002197_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002197_0.tif,10767.483824,10767.484040,0.001843,-0.000999,-0.002430,-0.002101,-0.025764,-0.005059,-0.004730,-0.006374,0.001843,-0.000999,-0.002430,-0.002101,-0.025764,-0.005059,-0.004730,-0.006374
2198,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002198_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002198_0.tif,10769.483743,10769.484081,0.001514,-0.000176,0.000200,0.001186,-0.022806,-0.001772,-0.001772,-0.003416,0.001514,-0.000176,0.000200,0.001186,-0.022806,-0.001772,-0.001772,-0.003416
2199,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002199_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002199_0.tif,10771.483849,10771.484084,0.001186,-0.000834,-0.000786,-0.000458,-0.024450,-0.004073,-0.004402,-0.007031,0.001186,-0.000834,-0.000786,-0.000458,-0.024450,-0.004073,-0.004402,-0.007031
2200,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002200_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002200_0.tif,10773.483784,10773.484092,0.001843,0.001632,0.000200,0.000857,-0.022806,-0.002430,-0.002430,-0.006045,0.001843,0.001632,0.000200,0.000857,-0.022806,-0.002430,-0.002430,-0.006045
2201,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002201_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002201_0.tif,10775.483870,10775.484129,0.001843,-0.001821,-0.004402,-0.004730,-0.028065,-0.007688,-0.006702,-0.006702,0.001843,-0.001821,-0.004402,-0.004730,-0.028065,-0.007688,-0.006702,-0.006702
2202,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002202_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002202_0.tif,10777.483840,10777.484050,0.001514,-0.000176,-0.001444,-0.001444,-0.025436,-0.005388,-0.005388,-0.006702,0.001514,-0.000176,-0.001444,-0.001444,-0.025436,-0.005388,-0.005388,-0.006702
2203,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002203_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002203_0.tif,10779.483873,10779.484064,0.001186,0.000810,-0.000458,-0.000786,-0.025436,-0.006374,-0.007359,-0.009331,0.001186,0.000810,-0.000458,-0.000786,-0.025436,-0.006374,-0.007359,-0.009331
2204,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002204_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002204_0.tif,10781.483760,10781.484112,0.001843,0.000810,0.001186,0.001843,-0.021163,-0.002430,-0.004073,-0.007688,0.001843,0.000810,0.001186,0.001843,-0.021163,-0.002430,-0.004073,-0.007688
2205,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002205_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002205_0.tif,10783.483812,10783.484136,0.001514,0.000646,-0.000458,-0.000129,-0.024121,-0.005059,-0.006045,-0.008017,0.001514,0.000646,-0.000458,-0.000129,-0.024121,-0.005059,-0.006045,-0.008017
2206,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002206_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002206_0.tif,10785.483751,10785.484017,0.000857,-0.000176,-0.001115,-0.000786,-0.022478,-0.001772,-0.001115,-0.000458,0.000857,-0.000176,-0.001115,-0.000786,-0.022478,-0.001772,-0.001115,-0.000458
2207,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002207_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002207_0.tif,10787.483874,10787.484126,0.001843,0.000317,0.000200,0.001186,-0.019848,0.000200,-0.000458,-0.001444,0.001843,0.000317,0.000200,0.001186,-0.019848,0.000200,-0.000458,-0.001444
2208,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002208_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002208_0.tif,10789.483970,10789.484137,0.001843,0.001961,0.005129,0.006773,-0.012289,0.007101,0.004801,0.003815,0.001843,0.001961,0.005129,0.006773,-0.012289,0.007101,0.004801,0.003815
2209,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002209_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002209_0.tif,10791.483901,10791.484127,0.001186,-0.013987,-0.005059,0.000857,-0.014919,0.006115,0.004801,0.003158,0.001186,-0.013987,-0.005059,0.000857,-0.014919,0.006115,0.004801,0.003158
2210,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002210_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002210_0.tif,10793.483750,10793.484082,0.001843,0.001632,0.003815,0.004801,-0.012947,0.007759,0.007430,0.007430,0.001843,0.001632,0.003815,0.004801,-0.012947,0.007759,0.007430,0.007430
2211,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002211_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002211_0.tif,10795.483794,10795.484088,0.001186,0.003112,0.004143,0.004801,-0.013933,0.006115,0.005787,0.005787,0.001186,0.003112,0.004143,0.004801,-0.013933,0.006115,0.005787,0.005787
2212,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002212_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002212_0.tif,10797.483733,10797.484078,0.001514,0.003605,0.005129,0.005458,-0.013933,0.005787,0.005129,0.004472,0.001514,0.003605,0.005129,0.005458,-0.013933,0.005787,0.005129,0.004472
2213,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002213_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002213_0.tif,10799.483883,10799.484069,0.001843,0.002290,0.003486,0.005458,-0.012947,0.008416,0.007759,0.007430,0.001843,0.002290,0.003486,0.005458,-0.012947,0.008416,0.007759,0.007430
2214,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002214_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002214_0.tif,10801.483747,10801.484062,0.000528,0.003934,0.004143,0.004472,-0.014590,0.005458,0.005129,0.004801,0.000528,0.003934,0.004143,0.004472,-0.014590,0.005458,0.005129,0.004801
2215,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002215_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002215_0.tif,10803.483716,10803.484072,0.001843,0.001468,0.002829,0.005129,-0.012289,0.009073,0.009073,0.009402,0.001843,0.001468,0.002829,0.005129,-0.012289,0.009073,0.009073,0.009402
2216,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002216_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002216_0.tif,10805.483814,10805.484038,0.001186,0.002454,0.003815,0.005458,-0.012289,0.009731,0.008745,0.009402,0.001186,0.002454,0.003815,0.005458,-0.012289,0.009731,0.008745,0.009402
2217,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002217_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002217_0.tif,10807.483722,10807.484047,0.001843,0.001468,0.003815,0.005787,-0.012289,0.009402,0.009731,0.009402,0.001843,0.001468,0.003815,0.005787,-0.012289,0.009402,0.009731,0.009402
2218,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002218_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002218_0.tif,10809.483948,10809.484213,0.001514,0.001303,0.003158,0.004801,-0.013933,0.007759,0.008087,0.007759,0.001514,0.001303,0.003158,0.004801,-0.013933,0.007759,0.008087,0.007759
2219,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002219_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002219_0.tif,10811.483828,10811.484150,0.001514,0.000481,0.001843,0.004472,-0.013933,0.007759,0.009073,0.008745,0.001514,0.000481,0.001843,0.004472,-0.013933,0.007759,0.009073,0.008745
2220,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002220_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002220_0.tif,10813.483755,10813.484042,0.001843,0.004756,0.004472,0.006115,-0.013604,0.008087,0.008416,0.008416,0.001843,0.004756,0.004472,0.006115,-0.013604,0.008087,0.008416,0.008416
2221,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002221_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002221_0.tif,10815.483802,10815.484099,0.001186,0.003605,0.004472,0.006115,-0.014590,0.006773,0.007430,0.006773,0.001186,0.003605,0.004472,0.006115,-0.014590,0.006773,0.007430,0.006773
2222,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002222_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002222_0.tif,10817.483814,10817.484056,0.001843,0.001468,0.001514,0.002829,-0.019191,0.002172,0.003815,0.003486,0.001843,0.001468,0.001514,0.002829,-0.019191,0.002172,0.003815,0.003486
2223,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002223_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002223_0.tif,10819.483803,10819.484101,0.001514,0.000481,0.002172,0.004143,-0.016233,0.005129,0.004801,0.002500,0.001514,0.000481,0.002172,0.004143,-0.016233,0.005129,0.004801,0.002500
2224,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002224_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002224_0.tif,10821.483744,10821.484087,0.001514,0.000810,0.001514,0.003158,-0.018205,0.003486,0.004143,0.003158,0.001514,0.000810,0.001514,0.003158,-0.018205,0.003486,0.004143,0.003158
2225,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002225_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002225_0.tif,10823.483927,10823.484147,0.002172,0.000152,-0.001115,-0.000786,-0.024450,-0.005059,-0.005059,-0.006702,0.002172,0.000152,-0.001115,-0.000786,-0.024450,-0.005059,-0.005059,-0.006702
2226,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002226_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002226_0.tif,10825.483899,10825.484062,0.001186,-0.000176,-0.000786,0.000528,-0.023792,-0.002758,-0.002758,-0.005059,0.001186,-0.000176,-0.000786,0.000528,-0.023792,-0.002758,-0.002758,-0.005059
2227,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002227_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002227_0.tif,10827.483807,10827.484003,0.001514,0.000152,-0.000458,-0.000129,-0.023792,-0.004402,-0.005059,-0.007359,0.001514,0.000152,-0.000458,-0.000129,-0.023792,-0.004402,-0.005059,-0.007359
2228,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002228_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002228_0.tif,10829.483721,10829.484060,0.001186,0.000810,0.000200,0.000857,-0.023464,-0.004730,-0.005388,-0.008345,0.001186,0.000810,0.000200,0.000857,-0.023464,-0.004730,-0.005388,-0.008345
2229,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002229_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002229_0.tif,10831.483775,10831.484079,0.001514,-0.002149,-0.000786,0.000200,-0.021820,-0.001772,-0.001444,-0.003416,0.001514,-0.002149,-0.000786,0.000200,-0.021820,-0.001772,-0.001444,-0.003416
2230,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002230_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002230_0.tif,10833.483771,10833.484116,0.001186,0.001303,-0.000458,-0.001115,-0.024121,-0.005059,-0.005716,-0.007031,0.001186,0.001303,-0.000458,-0.001115,-0.024121,-0.005059,-0.005716,-0.007031
2231,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002231_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002231_0.tif,10835.483857,10835.484068,0.000857,0.000810,0.000857,0.001843,-0.018862,0.000200,-0.000786,-0.002101,0.000857,0.000810,0.000857,0.001843,-0.018862,0.000200,-0.000786,-0.002101
2232,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002232_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002232_0.tif,10837.483775,10837.484090,0.001514,0.000481,0.001514,0.001843,-0.019191,0.000857,0.000200,-0.000129,0.001514,0.000481,0.001514,0.001843,-0.019191,0.000857,0.000200,-0.000129
2233,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002233_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002233_0.tif,10839.483875,10839.484092,0.000857,0.002783,0.002500,0.002500,-0.017876,0.001843,0.000857,0.000857,0.000857,0.002783,0.002500,0.002500,-0.017876,0.001843,0.000857,0.000857
2234,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002234_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002234_0.tif,10841.483795,10841.484079,0.001843,0.002125,0.003158,0.004143,-0.015247,0.004801,0.004143,0.004143,0.001843,0.002125,0.003158,0.004143,-0.015247,0.004801,0.004143,0.004143
2235,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002235_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002235_0.tif,10843.483789,10843.484027,0.002172,0.003276,0.004472,0.005129,-0.012618,0.008087,0.007759,0.008745,0.002172,0.003276,0.004472,0.005129,-0.012618,0.008087,0.007759,0.008745
2236,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002236_1.tif,F:/DATA/METALS/Sample 23/Specimen 4\s23-4-00002236_0.tif,10845.483737,10845.484023,0.001843,0.002290,0.004143,0.005129,-0.012618,0.009731,0.009731,0.010388,0.001843,0.002290,0.004143,0.005129,-0.012618,0.009731,0.009731,0.010388
